alert_id,customer_id,window_days,total_in,total_out,txn_count,near_threshold_count,distinct_in_cp,distinct_out_cp,passthrough_ratio,same_day,high_risk_geo_fraction,label,category
TMALR-0000777,CUST-000109,30,11394.5,7596.34,60,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000778,CUST-000022,30,22159.0,14772.67,34,0,1,1,0.0,0,0.76,0,documented_context
TMALR-0000779,CUST-000104,30,2569787.11,2102553.09,182,0,1,1,0.61,1,0.0,0,below_typology
TMALR-0000780,CUST-000074,30,130881.24,58571.12,46,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000781,CUST-000068,30,10221.02,4707.33,16,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000782,CUST-000038,30,85784.09,13355.98,52,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000783,CUST-000117,30,78174.5,0.0,20,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000784,CUST-000007,30,12152191.13,4736312.31,149,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000785,CUST-000042,30,133961.81,89307.87,51,0,1,1,0.0,0,0.56,0,documented_context
TMALR-0000786,CUST-000080,30,293364.76,195576.51,82,0,4,1,0.0,0,0.0,0,below_typology
TMALR-0000787,CUST-000024,30,1772153.09,1181435.4,313,0,4,1,0.0,0,0.0,0,below_typology
TMALR-0000788,CUST-000016,30,1308946.71,1166844.24,251,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000789,CUST-000055,30,1042172.11,0.0,151,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000790,CUST-000089,30,99866.57,49125.38,47,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000791,CUST-000057,30,40471.07,26980.72,28,0,3,2,0.0,0,0.0,0,below_typology
TMALR-0000792,CUST-000064,30,24213.5,6910.48,9,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000793,CUST-000004,30,199264.51,185948.07,5,0,1,1,0.93,1,0.0,1,
TMALR-0000794,CUST-000115,30,437190.9,291460.6,262,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000795,CUST-000011,30,122727.71,40416.51,83,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000796,CUST-000066,30,311027.42,207351.62,98,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000797,CUST-000059,30,287237.51,191491.67,149,0,1,1,0.0,0,0.75,0,documented_context
TMALR-0000798,CUST-000102,30,12571.95,10275.65,23,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000799,CUST-000100,30,17416.14,16178.17,8,0,1,1,0.0,0,0.0,0,within_profile
