product_id,stratum,hard_type,client_segment,target_jurisdictions,delivery_channel,asset_settlement_type,novelty_to_firm,third_party_dependency,data_privacy_surface,cash_intensity,anonymity_features,cross_border_reach,model_ai_reliance,involves_custody,sanctions_exposed_asset,new_client_segment,new_geography,anonymity_enhanced_instrument,bearer_negotiable_feature
NPA-000485,designed_low,,INSTITUTIONAL,DE,BRANCH,FIAT,EXISTING,REGULATED,0.16,0.09,0,0.0,NONE,0,0,0,0,0,0
NPA-000486,designed_high,,UNREGULATED_ENTITY,AE,INTERMEDIATED,DIGITAL_ASSET,ADJACENT,UNREGULATED,0.72,0.41,0,0.56,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000487,prohibited,bearer_feature,HNW,JP,BRANCH,FIAT,ADJACENT,REGULATED,0.39,0.04,0,0.13,ASSISTIVE,0,0,0,0,0,1
NPA-000488,designed_high,,UNREGULATED_ENTITY,PA,API,DERIVATIVES,ADJACENT,UNREGULATED,0.81,0.4,0,0.69,ASSISTIVE,0,0,0,0,0,0
NPA-000489,designed_medium,,HNW,FR,ONLINE,SECURITIES,ADJACENT,REGULATED,0.34,0.28,0,0.44,NONE,0,0,0,0,0,0
NPA-000490,designed_low,,INSTITUTIONAL,DE,BRANCH,SECURITIES,EXISTING,NONE,0.08,0.09,0,0.0,NONE,0,0,0,0,0,0
NPA-000491,designed_low,,INSTITUTIONAL,JP,BRANCH,FIAT,EXISTING,NONE,0.01,0.12,0,0.04,NONE,0,0,0,0,0,0
NPA-000492,designed_low,,RETAIL,AU,ONLINE,FIAT,EXISTING,NONE,0.24,0.14,0,0.17,NONE,0,0,0,0,0,0
NPA-000493,designed_high,,NON_RESIDENT,PA,API,DERIVATIVES,ADJACENT,UNREGULATED,0.69,0.48,0,0.58,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000494,designed_medium,,HNW,JP,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.57,0.31,0,0.29,NONE,0,0,0,0,0,0
NPA-000495,designed_low,,INSTITUTIONAL,CA,BRANCH,FIAT,EXISTING,NONE,0.1,0.04,0,0.17,NONE,0,0,0,0,0,0
NPA-000496,designed_medium,,RETAIL,PA,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.43,0.36,0,0.52,ASSISTIVE,0,0,0,0,0,0
NPA-000497,hard_high,segment_geo_combo,HNW,AU,BRANCH,FIAT,ADJACENT,NONE,0.02,0.28,0,0.12,ASSISTIVE,0,0,1,1,0,0
NPA-000498,designed_high,,NON_RESIDENT,PA,INTERMEDIATED,DERIVATIVES,ADJACENT,UNREGULATED,0.59,0.74,1,0.82,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000499,hard_high,sanctions_asset,RETAIL,FR,ONLINE,FIAT,EXISTING,REGULATED,0.45,0.2,0,0.04,ASSISTIVE,0,1,0,0,0,0
NPA-000500,designed_low,,RETAIL,DE,BRANCH,SECURITIES,EXISTING,NONE,0.14,0.03,0,0.03,NONE,0,0,0,0,0,0
NPA-000501,designed_medium,,RETAIL,GB,INTERMEDIATED,SECURITIES,ADJACENT,REGULATED,0.48,0.32,0,0.26,NONE,0,0,0,0,0,0
NPA-000502,designed_medium,,HNW,TR,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.26,0.25,0,0.54,ASSISTIVE,0,0,0,0,0,0
NPA-000503,designed_low,,INSTITUTIONAL,NL,BRANCH,FIAT,EXISTING,NONE,0.05,0.11,0,0.12,NONE,0,0,0,0,0,0
NPA-000504,designed_low,,RETAIL,JP,BRANCH,FIAT,EXISTING,REGULATED,0.01,0.01,0,0.16,NONE,0,0,0,0,0,0
NPA-000505,designed_low,,INSTITUTIONAL,GB,BRANCH,SECURITIES,EXISTING,NONE,0.12,0.02,0,0.05,NONE,0,0,0,0,0,0
NPA-000506,designed_low,,RETAIL,US,BRANCH,FIAT,EXISTING,REGULATED,0.17,0.03,0,0.04,NONE,0,0,0,0,0,0
NPA-000507,designed_low,,INSTITUTIONAL,JP,BRANCH,SECURITIES,EXISTING,NONE,0.22,0.06,0,0.16,NONE,0,0,0,0,0,0
NPA-000508,designed_medium,,INSTITUTIONAL,PA,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.29,0.29,0,0.51,NONE,0,0,0,0,0,0
NPA-000509,designed_medium,,INSTITUTIONAL,AE,ONLINE,SECURITIES,ADJACENT,REGULATED,0.35,0.27,0,0.31,ASSISTIVE,0,0,0,0,0,0
NPA-000510,designed_medium,,INSTITUTIONAL,DE,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.41,0.37,0,0.24,NONE,0,0,0,0,0,0
NPA-000511,designed_low,,INSTITUTIONAL,SG,BRANCH,FIAT,EXISTING,NONE,0.15,0.11,0,0.04,NONE,0,0,0,0,0,0
NPA-000512,designed_medium,,INSTITUTIONAL,DE,ONLINE,SECURITIES,ADJACENT,REGULATED,0.5,0.34,0,0.23,ASSISTIVE,0,0,0,0,0,0
NPA-000513,designed_high,,NON_RESIDENT,HK,INTERMEDIATED,DIGITAL_ASSET,NEW_CAPABILITY,UNREGULATED,0.86,0.58,0,0.56,ASSISTIVE,0,0,0,0,0,0
NPA-000514,designed_low,,RETAIL,DE,BRANCH,SECURITIES,EXISTING,REGULATED,0.19,0.07,0,0.13,NONE,0,0,0,0,0,0
NPA-000515,designed_low,,RETAIL,NZ,BRANCH,SECURITIES,EXISTING,NONE,0.11,0.13,0,0.11,NONE,0,0,0,0,0,0
NPA-000516,designed_low,,INSTITUTIONAL,NZ,BRANCH,SECURITIES,EXISTING,NONE,0.1,0.01,0,0.12,NONE,0,0,0,0,0,0
NPA-000517,designed_low,,INSTITUTIONAL,JP,ONLINE,FIAT,EXISTING,NONE,0.05,0.01,0,0.07,NONE,0,0,0,0,0,0
NPA-000518,designed_low,,RETAIL,JP,ONLINE,SECURITIES,EXISTING,NONE,0.23,0.01,0,0.08,NONE,0,0,0,0,0,0
NPA-000519,designed_low,,INSTITUTIONAL,JP,ONLINE,FIAT,EXISTING,NONE,0.19,0.05,0,0.01,NONE,0,0,0,0,0,0
NPA-000520,designed_high,,UNREGULATED_ENTITY,PA,INTERMEDIATED,DIGITAL_ASSET,ADJACENT,UNREGULATED,0.84,0.38,1,0.55,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000521,designed_low,,INSTITUTIONAL,FR,BRANCH,FIAT,EXISTING,REGULATED,0.01,0.09,0,0.2,NONE,0,0,0,0,0,0
NPA-000522,designed_medium,,RETAIL,PA,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.43,0.45,0,0.32,NONE,0,0,0,0,0,0
NPA-000523,designed_medium,,INSTITUTIONAL,HK,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.33,0.24,0,0.27,NONE,0,0,0,0,0,0
NPA-000524,designed_low,,RETAIL,NZ,ONLINE,SECURITIES,EXISTING,NONE,0.01,0.05,0,0.16,NONE,0,0,0,0,0,0
NPA-000525,designed_low,,RETAIL,US,BRANCH,FIAT,EXISTING,NONE,0.08,0.08,0,0.15,NONE,0,0,0,0,0,0
NPA-000526,designed_low,,INSTITUTIONAL,GB,BRANCH,FIAT,EXISTING,NONE,0.05,0.13,0,0.18,NONE,0,0,0,0,0,0
NPA-000527,designed_medium,,INSTITUTIONAL,TR,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.41,0.41,0,0.51,ASSISTIVE,0,0,0,0,0,0
NPA-000528,designed_high,,UNREGULATED_ENTITY,AE,INTERMEDIATED,DERIVATIVES,NEW_CAPABILITY,UNREGULATED,0.58,0.62,1,0.53,ASSISTIVE,0,0,0,0,0,0
NPA-000529,designed_low,,RETAIL,GB,BRANCH,FIAT,EXISTING,REGULATED,0.15,0.03,0,0.02,NONE,0,0,0,0,0,0
NPA-000530,designed_high,,UNREGULATED_ENTITY,PA,API,DERIVATIVES,ADJACENT,UNREGULATED,0.53,0.7,1,0.68,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000531,designed_low,,INSTITUTIONAL,NL,BRANCH,SECURITIES,EXISTING,NONE,0.19,0.14,0,0.09,NONE,0,0,0,0,0,0
NPA-000532,designed_low,,INSTITUTIONAL,FR,BRANCH,FIAT,EXISTING,NONE,0.23,0.11,0,0.1,NONE,0,0,0,0,0,0
NPA-000533,designed_high,,NON_RESIDENT,AE,API,DIGITAL_ASSET,NEW_CAPABILITY,UNREGULATED,0.68,0.64,0,0.5,ASSISTIVE,0,0,0,0,0,0
NPA-000534,designed_medium,,HNW,PA,ONLINE,SECURITIES,ADJACENT,REGULATED,0.43,0.35,0,0.31,ASSISTIVE,0,0,0,0,0,0
NPA-000535,designed_medium,,RETAIL,DE,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.44,0.38,0,0.43,ASSISTIVE,0,0,0,0,0,0
NPA-000536,designed_low,,INSTITUTIONAL,AU,BRANCH,FIAT,EXISTING,NONE,0.14,0.08,0,0.05,NONE,0,0,0,0,0,0
NPA-000537,prohibited,prohibited_jurisdiction,INSTITUTIONAL,JP|CU,BRANCH,FIAT,EXISTING,REGULATED,0.31,0.1,0,0.18,NONE,0,0,0,0,0,0
NPA-000538,hard_high,da_custody_novelty,RETAIL,AU,ONLINE,DIGITAL_ASSET,NEW_CAPABILITY,REGULATED,0.2,0.21,0,0.36,ASSISTIVE,1,0,0,0,0,0
NPA-000539,designed_low,,RETAIL,FR,BRANCH,SECURITIES,EXISTING,REGULATED,0.03,0.12,0,0.18,NONE,0,0,0,0,0,0
NPA-000540,designed_medium,,INSTITUTIONAL,HK,ONLINE,SECURITIES,ADJACENT,REGULATED,0.3,0.42,0,0.29,ASSISTIVE,0,0,0,0,0,0
NPA-000541,designed_low,,INSTITUTIONAL,GB,BRANCH,SECURITIES,EXISTING,NONE,0.02,0.02,0,0.1,NONE,0,0,0,0,0,0
NPA-000542,hard_high,segment_geo_combo,INSTITUTIONAL,GB,BRANCH,FIAT,ADJACENT,NONE,0.16,0.19,0,0.32,ASSISTIVE,0,0,1,1,0,0
NPA-000543,designed_medium,,RETAIL,FR,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.27,0.21,0,0.44,ASSISTIVE,0,0,0,0,0,0
NPA-000544,designed_high,,UNREGULATED_ENTITY,PA,API,DIGITAL_ASSET,NEW_CAPABILITY,UNREGULATED,0.8,0.63,1,0.55,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000545,designed_low,,RETAIL,SG,BRANCH,SECURITIES,EXISTING,NONE,0.02,0.02,0,0.16,NONE,0,0,0,0,0,0
NPA-000546,designed_high,,UNREGULATED_ENTITY,PA,INTERMEDIATED,DIGITAL_ASSET,NEW_CAPABILITY,UNREGULATED,0.59,0.41,0,0.8,ASSISTIVE,0,0,0,0,0,0
NPA-000547,designed_medium,,INSTITUTIONAL,SG,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.56,0.24,0,0.48,ASSISTIVE,0,0,0,0,0,0
NPA-000548,hard_high,sanctions_geo,INSTITUTIONAL,GB|VE,BRANCH,FIAT,ADJACENT,NONE,0.43,0.02,0,0.36,NONE,0,0,0,0,0,0
NPA-000549,designed_low,,INSTITUTIONAL,CA,BRANCH,SECURITIES,EXISTING,REGULATED,0.15,0.09,0,0.14,NONE,0,0,0,0,0,0
NPA-000550,designed_low,,INSTITUTIONAL,FR,BRANCH,FIAT,EXISTING,NONE,0.03,0.08,0,0.17,NONE,0,0,0,0,0,0
NPA-000551,designed_low,,INSTITUTIONAL,NL,BRANCH,FIAT,EXISTING,NONE,0.0,0.1,0,0.03,NONE,0,0,0,0,0,0
NPA-000552,hard_high,sanctions_asset,HNW,DE,BRANCH,FIAT,EXISTING,REGULATED,0.43,0.27,0,0.28,ASSISTIVE,0,1,0,0,0,0
NPA-000553,designed_medium,,INSTITUTIONAL,HK,INTERMEDIATED,SECURITIES,ADJACENT,REGULATED,0.32,0.33,0,0.4,NONE,0,0,0,0,0,0
NPA-000554,designed_medium,,INSTITUTIONAL,SG,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.42,0.26,0,0.4,NONE,0,0,0,0,0,0
NPA-000555,designed_low,,INSTITUTIONAL,SG,ONLINE,FIAT,EXISTING,REGULATED,0.22,0.01,0,0.09,NONE,0,0,0,0,0,0
NPA-000556,designed_high,,NON_RESIDENT,PA,API,DERIVATIVES,NEW_CAPABILITY,UNREGULATED,0.69,0.56,1,0.73,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000557,designed_low,,INSTITUTIONAL,US,BRANCH,FIAT,EXISTING,REGULATED,0.23,0.11,0,0.15,NONE,0,0,0,0,0,0
NPA-000558,designed_medium,,RETAIL,JP,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.6,0.39,0,0.42,ASSISTIVE,0,0,0,0,0,0
NPA-000559,designed_medium,,RETAIL,AE,INTERMEDIATED,SECURITIES,ADJACENT,REGULATED,0.47,0.23,0,0.29,NONE,0,0,0,0,0,0
NPA-000560,designed_medium,,HNW,TR,INTERMEDIATED,SECURITIES,ADJACENT,REGULATED,0.34,0.36,0,0.37,NONE,0,0,0,0,0,0
NPA-000561,designed_low,,RETAIL,NL,ONLINE,FIAT,EXISTING,NONE,0.19,0.06,0,0.08,NONE,0,0,0,0,0,0
NPA-000562,designed_medium,,HNW,JP,INTERMEDIATED,SECURITIES,ADJACENT,REGULATED,0.47,0.38,0,0.24,NONE,0,0,0,0,0,0
NPA-000563,designed_medium,,INSTITUTIONAL,DE,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.5,0.29,0,0.25,ASSISTIVE,0,0,0,0,0,0
NPA-000564,designed_low,,INSTITUTIONAL,DE,ONLINE,SECURITIES,EXISTING,REGULATED,0.17,0.01,0,0.18,NONE,0,0,0,0,0,0
NPA-000565,designed_medium,,INSTITUTIONAL,PA,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.53,0.23,0,0.4,ASSISTIVE,0,0,0,0,0,0
NPA-000566,designed_high,,NON_RESIDENT,TR,INTERMEDIATED,DIGITAL_ASSET,ADJACENT,UNREGULATED,0.72,0.62,0,0.5,ASSISTIVE,0,0,0,0,0,0
NPA-000567,designed_medium,,HNW,SG,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.32,0.16,0,0.23,NONE,0,0,0,0,0,0
NPA-000568,prohibited,prohibited_jurisdiction,HNW,AU|IR,BRANCH,FIAT,EXISTING,REGULATED,0.33,0.27,0,0.23,NONE,0,0,0,0,0,0
NPA-000569,designed_low,,INSTITUTIONAL,AU,ONLINE,SECURITIES,EXISTING,NONE,0.19,0.1,0,0.13,NONE,0,0,0,0,0,0
NPA-000570,designed_high,,UNREGULATED_ENTITY,TR,API,DERIVATIVES,NEW_CAPABILITY,UNREGULATED,0.65,0.48,0,0.6,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000571,designed_low,,RETAIL,SG,BRANCH,SECURITIES,EXISTING,NONE,0.16,0.02,0,0.11,NONE,0,0,0,0,0,0
NPA-000572,designed_low,,RETAIL,SG,ONLINE,SECURITIES,EXISTING,NONE,0.01,0.01,0,0.15,NONE,0,0,0,0,0,0
NPA-000573,designed_high,,NON_RESIDENT,HK,API,DIGITAL_ASSET,NEW_CAPABILITY,UNREGULATED,0.77,0.46,1,0.86,ASSISTIVE,0,0,0,0,0,0
NPA-000574,designed_medium,,INSTITUTIONAL,HK,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.33,0.27,0,0.44,ASSISTIVE,0,0,0,0,0,0
NPA-000575,designed_low,,INSTITUTIONAL,GB,ONLINE,SECURITIES,EXISTING,NONE,0.01,0.15,0,0.13,NONE,0,0,0,0,0,0
NPA-000576,designed_low,,INSTITUTIONAL,AU,BRANCH,SECURITIES,EXISTING,REGULATED,0.05,0.08,0,0.19,NONE,0,0,0,0,0,0
NPA-000577,designed_medium,,INSTITUTIONAL,JP,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.28,0.34,0,0.46,NONE,0,0,0,0,0,0
NPA-000578,designed_low,,RETAIL,JP,BRANCH,SECURITIES,EXISTING,NONE,0.02,0.08,0,0.06,NONE,0,0,0,0,0,0
NPA-000579,designed_medium,,INSTITUTIONAL,AE,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.53,0.16,0,0.24,ASSISTIVE,0,0,0,0,0,0
NPA-000580,prohibited,prohibited_jurisdiction,HNW,NL|IR,BRANCH,FIAT,EXISTING,NONE,0.24,0.01,0,0.36,NONE,0,0,0,0,0,0
NPA-000581,designed_low,,RETAIL,US,BRANCH,SECURITIES,EXISTING,REGULATED,0.04,0.09,0,0.16,NONE,0,0,0,0,0,0
NPA-000582,designed_low,,INSTITUTIONAL,JP,ONLINE,FIAT,EXISTING,NONE,0.2,0.06,0,0.16,NONE,0,0,0,0,0,0
NPA-000583,prohibited,anonymity_instrument,HNW,DE,ONLINE,DIGITAL_ASSET,EXISTING,REGULATED,0.42,0.24,0,0.31,NONE,0,0,0,0,1,0
NPA-000584,designed_low,,INSTITUTIONAL,NL,BRANCH,FIAT,EXISTING,REGULATED,0.09,0.02,0,0.05,NONE,0,0,0,0,0,0
NPA-000585,designed_medium,,RETAIL,US,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.28,0.15,0,0.52,ASSISTIVE,0,0,0,0,0,0
NPA-000586,designed_low,,INSTITUTIONAL,NL,BRANCH,FIAT,EXISTING,REGULATED,0.07,0.07,0,0.05,NONE,0,0,0,0,0,0
NPA-000587,designed_low,,RETAIL,JP,BRANCH,SECURITIES,EXISTING,REGULATED,0.24,0.09,0,0.16,NONE,0,0,0,0,0,0
NPA-000588,designed_low,,RETAIL,FR,BRANCH,FIAT,EXISTING,NONE,0.25,0.15,0,0.12,NONE,0,0,0,0,0,0
NPA-000589,hard_high,segment_geo_combo,HNW,FR,BRANCH,SECURITIES,EXISTING,REGULATED,0.03,0.03,0,0.06,ASSISTIVE,0,0,1,1,0,0
NPA-000590,designed_low,,RETAIL,CA,ONLINE,SECURITIES,EXISTING,NONE,0.05,0.04,0,0.12,NONE,0,0,0,0,0,0
NPA-000591,hard_high,segment_geo_combo,INSTITUTIONAL,CA,BRANCH,FIAT,EXISTING,NONE,0.39,0.15,0,0.05,NONE,0,0,1,1,0,0
NPA-000592,designed_medium,,INSTITUTIONAL,TR,ONLINE,SECURITIES,ADJACENT,REGULATED,0.36,0.18,0,0.46,NONE,0,0,0,0,0,0
NPA-000593,designed_low,,RETAIL,AU,BRANCH,SECURITIES,EXISTING,NONE,0.22,0.02,0,0.19,NONE,0,0,0,0,0,0
NPA-000594,designed_medium,,INSTITUTIONAL,TR,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.38,0.23,0,0.32,NONE,0,0,0,0,0,0
NPA-000595,designed_medium,,RETAIL,DE,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.4,0.38,0,0.28,ASSISTIVE,0,0,0,0,0,0
NPA-000596,designed_medium,,HNW,FR,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.55,0.3,0,0.55,ASSISTIVE,0,0,0,0,0,0
NPA-000597,designed_high,,UNREGULATED_ENTITY,AE,INTERMEDIATED,DIGITAL_ASSET,NEW_CAPABILITY,UNREGULATED,0.63,0.58,0,0.87,ASSISTIVE,0,0,0,0,0,0
NPA-000598,designed_low,,RETAIL,CA,BRANCH,FIAT,EXISTING,NONE,0.13,0.07,0,0.16,NONE,0,0,0,0,0,0
NPA-000599,designed_high,,UNREGULATED_ENTITY,HK,API,DIGITAL_ASSET,NEW_CAPABILITY,UNREGULATED,0.78,0.51,0,0.55,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000600,designed_low,,RETAIL,CA,BRANCH,SECURITIES,EXISTING,NONE,0.18,0.13,0,0.15,NONE,0,0,0,0,0,0
NPA-000601,designed_low,,INSTITUTIONAL,SG,BRANCH,SECURITIES,EXISTING,NONE,0.2,0.06,0,0.09,NONE,0,0,0,0,0,0
NPA-000602,designed_medium,,HNW,HK,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.4,0.23,0,0.53,NONE,0,0,0,0,0,0
NPA-000603,designed_high,,NON_RESIDENT,PA,API,DERIVATIVES,NEW_CAPABILITY,UNREGULATED,0.54,0.5,0,0.65,ASSISTIVE,0,0,0,0,0,0
NPA-000604,designed_medium,,HNW,US,INTERMEDIATED,SECURITIES,ADJACENT,REGULATED,0.44,0.34,0,0.46,NONE,0,0,0,0,0,0
NPA-000605,designed_high,,NON_RESIDENT,PA,INTERMEDIATED,DERIVATIVES,ADJACENT,UNREGULATED,0.61,0.38,1,0.68,ASSISTIVE,0,0,0,0,0,0
NPA-000606,designed_medium,,HNW,PA,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.58,0.39,0,0.53,NONE,0,0,0,0,0,0
NPA-000607,designed_low,,INSTITUTIONAL,AU,BRANCH,SECURITIES,EXISTING,NONE,0.07,0.14,0,0.02,NONE,0,0,0,0,0,0
NPA-000608,designed_low,,RETAIL,SG,BRANCH,FIAT,EXISTING,REGULATED,0.24,0.0,0,0.08,NONE,0,0,0,0,0,0
NPA-000609,designed_medium,,RETAIL,PA,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.48,0.24,0,0.22,NONE,0,0,0,0,0,0
NPA-000610,designed_high,,UNREGULATED_ENTITY,HK,INTERMEDIATED,DERIVATIVES,ADJACENT,UNREGULATED,0.74,0.63,1,0.68,ASSISTIVE,0,0,0,0,0,0
NPA-000611,hard_high,da_custody_novelty,INSTITUTIONAL,NL,ONLINE,DIGITAL_ASSET,NEW_CAPABILITY,REGULATED,0.49,0.23,0,0.02,ASSISTIVE,1,0,0,0,0,0
NPA-000612,designed_medium,,RETAIL,TR,ONLINE,SECURITIES,ADJACENT,REGULATED,0.54,0.36,0,0.43,NONE,0,0,0,0,0,0
NPA-000613,designed_low,,RETAIL,CA,BRANCH,FIAT,EXISTING,NONE,0.07,0.03,0,0.11,NONE,0,0,0,0,0,0
NPA-000614,designed_low,,INSTITUTIONAL,GB,BRANCH,SECURITIES,EXISTING,NONE,0.13,0.02,0,0.06,NONE,0,0,0,0,0,0
NPA-000615,hard_high,da_custody_novelty,INSTITUTIONAL,SG,BRANCH,DIGITAL_ASSET,NEW_CAPABILITY,NONE,0.0,0.22,0,0.39,ASSISTIVE,1,0,0,0,0,0
NPA-000616,designed_medium,,INSTITUTIONAL,TR,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.29,0.29,0,0.21,NONE,0,0,0,0,0,0
NPA-000617,designed_low,,INSTITUTIONAL,JP,BRANCH,SECURITIES,EXISTING,NONE,0.02,0.01,0,0.13,NONE,0,0,0,0,0,0
NPA-000618,designed_medium,,RETAIL,DE,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.55,0.35,0,0.54,ASSISTIVE,0,0,0,0,0,0
NPA-000619,designed_low,,INSTITUTIONAL,JP,ONLINE,FIAT,EXISTING,REGULATED,0.09,0.02,0,0.17,NONE,0,0,0,0,0,0
NPA-000620,designed_low,,INSTITUTIONAL,CA,BRANCH,SECURITIES,EXISTING,NONE,0.08,0.07,0,0.11,NONE,0,0,0,0,0,0
NPA-000621,designed_low,,INSTITUTIONAL,DE,BRANCH,SECURITIES,EXISTING,NONE,0.2,0.15,0,0.08,NONE,0,0,0,0,0,0
NPA-000622,hard_high,segment_geo_combo,RETAIL,JP,BRANCH,FIAT,EXISTING,REGULATED,0.24,0.26,0,0.39,NONE,0,0,1,1,0,0
NPA-000623,designed_low,,INSTITUTIONAL,US,BRANCH,FIAT,EXISTING,REGULATED,0.12,0.09,0,0.18,NONE,0,0,0,0,0,0
NPA-000624,designed_low,,INSTITUTIONAL,US,ONLINE,SECURITIES,EXISTING,NONE,0.21,0.05,0,0.12,NONE,0,0,0,0,0,0
NPA-000625,designed_medium,,HNW,SG,ONLINE,SECURITIES,ADJACENT,REGULATED,0.34,0.44,0,0.49,ASSISTIVE,0,0,0,0,0,0
NPA-000626,designed_low,,INSTITUTIONAL,DE,BRANCH,SECURITIES,EXISTING,REGULATED,0.16,0.0,0,0.15,NONE,0,0,0,0,0,0
NPA-000627,designed_medium,,RETAIL,PA,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.47,0.29,0,0.44,NONE,0,0,0,0,0,0
NPA-000628,designed_low,,RETAIL,US,BRANCH,FIAT,EXISTING,NONE,0.08,0.13,0,0.03,NONE,0,0,0,0,0,0
NPA-000629,designed_low,,INSTITUTIONAL,GB,BRANCH,SECURITIES,EXISTING,NONE,0.07,0.08,0,0.19,NONE,0,0,0,0,0,0
NPA-000630,designed_medium,,HNW,GB,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.54,0.36,0,0.31,ASSISTIVE,0,0,0,0,0,0
NPA-000631,designed_low,,INSTITUTIONAL,NL,BRANCH,FIAT,EXISTING,REGULATED,0.07,0.12,0,0.08,NONE,0,0,0,0,0,0
NPA-000632,hard_high,segment_geo_combo,RETAIL,AU,BRANCH,FIAT,EXISTING,NONE,0.4,0.17,0,0.28,NONE,0,0,1,1,0,0
NPA-000633,designed_medium,,RETAIL,US,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.36,0.26,0,0.49,ASSISTIVE,0,0,0,0,0,0
NPA-000634,designed_low,,INSTITUTIONAL,CA,ONLINE,FIAT,EXISTING,NONE,0.03,0.1,0,0.14,NONE,0,0,0,0,0,0
NPA-000635,designed_low,,RETAIL,NL,BRANCH,SECURITIES,EXISTING,REGULATED,0.19,0.02,0,0.0,NONE,0,0,0,0,0,0
NPA-000636,designed_medium,,INSTITUTIONAL,US,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.43,0.17,0,0.24,ASSISTIVE,0,0,0,0,0,0
NPA-000637,designed_low,,INSTITUTIONAL,CA,BRANCH,FIAT,EXISTING,REGULATED,0.05,0.14,0,0.04,NONE,0,0,0,0,0,0
NPA-000638,designed_low,,RETAIL,NL,ONLINE,SECURITIES,EXISTING,REGULATED,0.09,0.02,0,0.1,NONE,0,0,0,0,0,0
NPA-000639,designed_high,,NON_RESIDENT,AE,API,DIGITAL_ASSET,NEW_CAPABILITY,UNREGULATED,0.79,0.74,0,0.86,ASSISTIVE,0,0,0,0,0,0
NPA-000640,prohibited,anonymity_instrument,RETAIL,NZ,ONLINE,DIGITAL_ASSET,EXISTING,REGULATED,0.34,0.03,0,0.33,ASSISTIVE,0,0,0,0,1,0
NPA-000641,designed_low,,RETAIL,DE,BRANCH,SECURITIES,EXISTING,NONE,0.12,0.08,0,0.1,NONE,0,0,0,0,0,0
NPA-000642,designed_low,,INSTITUTIONAL,FR,ONLINE,FIAT,EXISTING,NONE,0.08,0.02,0,0.06,NONE,0,0,0,0,0,0
NPA-000643,designed_medium,,INSTITUTIONAL,JP,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.59,0.28,0,0.5,ASSISTIVE,0,0,0,0,0,0
NPA-000644,hard_high,segment_geo_combo,INSTITUTIONAL,NL,BRANCH,SECURITIES,EXISTING,REGULATED,0.22,0.2,0,0.03,NONE,0,0,1,1,0,0
NPA-000645,designed_low,,RETAIL,NL,BRANCH,SECURITIES,EXISTING,NONE,0.08,0.09,0,0.2,NONE,0,0,0,0,0,0
NPA-000646,designed_low,,INSTITUTIONAL,SG,BRANCH,SECURITIES,EXISTING,REGULATED,0.24,0.05,0,0.13,NONE,0,0,0,0,0,0
NPA-000647,prohibited,prohibited_jurisdiction,INSTITUTIONAL,FR|KP,ONLINE,FIAT,ADJACENT,NONE,0.06,0.15,0,0.09,NONE,0,0,0,0,0,0
