control,selection_seed,item_id,stratum
CTRL-011,42:main:11,CTRL-011-I018143,retail-branch
CTRL-011,42:main:11,CTRL-011-I019271,retail-branch
CTRL-011,42:main:11,CTRL-011-I022037,retail-branch
CTRL-011,42:main:11,CTRL-011-I023554,retail-branch
CTRL-011,42:main:11,CTRL-011-I028927,retail-branch
CTRL-011,42:main:11,CTRL-011-I028982,retail-branch
CTRL-011,42:main:11,CTRL-011-I031122,retail-branch
CTRL-011,42:main:11,CTRL-011-I035166,retail-branch
CTRL-011,42:main:11,CTRL-011-I037935,retail-branch
CTRL-011,42:main:11,CTRL-011-I038437,retail-branch
CTRL-011,42:main:11,CTRL-011-I039452,retail-branch
